"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"1088","WBGene00021612","Y46H3D.8","Unassigned","Unassigned","Unassigned","Y46H3D.8 is affected by rsr-2, mir-34, and sir-2.1 based on tiling array and microarray studies\; is affected by four chemicals including aldicarb, procyanidin, and Cadmium based on microarray studies\; is predicted to encode a protein with the following domain: ShKT domain."
"1089","WBGene00021616","Y47D7A.2","Unassigned","Unassigned","Unassigned","Y47D7A.2 is enriched in the DA neuron, the VA neuron, the body wall muscle cell, the hypodermis, and the male based on tiling array and RNA-seq studies\; is affected by drh-3 based on RNA-seq studies\; is affected by Cadmium based on microarray studies."
"1090","WBGene00021617","Y47D7A.3","Unassigned","Unassigned","Unassigned","Y47D7A.3 is affected by Sirolimus based on microarray studies\; is predicted to encode a protein with the following domains: Nuclear hormone receptor, ligand-binding domain and Nuclear hormone receptor-like domain superfamily."
"1091","WBGene00021621","Y47D7A.9","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y47D7A.9 is enriched in the male based on microarray studies\; is affected by several genes including eat-2, drh-3, and ubc-9 based on tiling array, microarray, and RNA-seq studies\; is affected by six chemicals including methylmercury hydroxide, D-glucose, and Atrazine based on RNA-seq and microarray studies."
"1092","WBGene00021623","Y47D7A.11","Unassigned","Unassigned","Unassigned","Y47D7A.11 is enriched in the body wall muscle cell and the male based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including pmk-1, drh-3, and ogt-1 based on RNA-seq and microarray studies\; is affected by nine chemicals including hydrogen sulfide, multi-walled carbon nanotube, and resveratrol based on microarray and RNA-seq studies."
"1093","WBGene00021630","Y47D9A.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y47D9A.3 is enriched in the amphid sheath cell and the hypodermis based on RNA-seq studies\; is affected by several genes including daf-16, sir-2.1, and pmk-1 based on microarray and RNA-seq studies\; is affected by five chemicals including methylmercuric chloride, manganese chloride, and D-glucose based on microarray and RNA-seq studies."
"1094","WBGene00021631","Y47D9A.4","Unassigned","Unassigned","Unassigned","Y47D9A.4 is enriched in the amphid sheath cell based on RNA-seq studies\; is affected by several genes including hsf-1, npr-1, and hpl-2 based on tiling array, RNA-seq, and microarray studies\; is affected by Tunicamycin, Colistin, and Sirolimus based on microarray studies."
"1095","WBGene00021632","Y47D9A.5","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y47D9A.5 is enriched in the ALM, the PLM, and the male based on microarray and RNA-seq studies\; is affected by several genes including hsf-1, eat-2, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by eight chemicals including methylmercuric chloride, Tunicamycin, and manganese chloride based on microarray and RNA-seq studies."
"1096","WBGene00021703","Y48G9A.10","Metabolism","Metabolism: lipid","Metabolism: lipid: beta oxidation","cpt-3 is an ortholog of human CPT1A, CPT1B, and CPT1C\; is predicted to have transferase activity, transferring acyl groups."
"1097","WBGene00021718","Y49F6B.6","Unassigned","Unassigned","Unassigned","Y49F6B.6 is enriched in the male based on RNA-seq studies\; is affected by several genes including sir-2.1, cyc-1, and emb-4 based on microarray and RNA-seq studies\; is affected by Alovudine, stavudine, and Atrazine based on RNA-seq and microarray studies."
"1098","WBGene00021724","Y49F6C.2","Unassigned","Unassigned","Unassigned","Y49F6C.2 is enriched in the pharynx based on microarray studies\; is affected by several genes including eat-2, sir-2.1, and mir-243 based on tiling array and microarray studies."
"1099","WBGene00021726","Y49F6C.4","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","bath-10 is enriched in the alimentary system, the digestive tract, the hypodermis, and the nervous system based on tiling array studies\; is affected by several genes including daf-2, sir-2.1, and pgl-1 based on RNA-seq and microarray studies\; is affected by six chemicals including 1-methylnicotinamide, methylmercuric chloride, and Mianserin based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: BTB\/POZ domain, MATH\/TRAF domain, TRAF-like, and SKP1\/BTB\/POZ domain superfamily."
"1100","WBGene00021806","Y53G8AM.6","Unassigned","Unassigned","Unassigned","Y53G8AM.6 is affected by several genes including sir-2.1, drh-3, and jmjd-3.1 based on tiling array, RNA-seq, and microarray studies\; is affected by Sirolimus based on microarray studies."
"1101","WBGene00021821","Y54B9A.1","Unassigned","Unassigned","Unassigned","Y54B9A.1 is enriched in the OLL and the PVD based on microarray studies\; is affected by mir-34 based on microarray studies\; is affected by sesamin and Atrazine based on microarray studies\; is predicted to encode a protein with the following domain: GETHR pentapeptide repeat."
"1102","WBGene00021966","Y57G7A.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y57G7A.2 is affected by several genes including age-1, clk-1, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by nine chemicals including Mercuric Chloride, Rotenone, and Alovudine based on microarray and RNA-seq studies."
"1103","WBGene00021987","Y59E1A.1","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-40 is enriched in the muscle cell based on tiling array and microarray studies\; is affected by several genes including daf-16, sir-2.1, and pgl-1 based on RNA-seq and microarray studies\; is affected by four chemicals including fluoranthene, Chlorpyrifos, and Diazinon based on microarray studies\; is predicted to encode a protein with the following domains: F-box domain, Domain of unknown function DUF38, Caenorhabditis species, and F-box-like domain superfamily."
"1104","WBGene00022000","Y59E9AR.5","Transcription factor","Transcription factor: T box","Transcription factor: T box","tbx-42 is predicted to have DNA binding activity and DNA-binding activity transcription factor activity."
"1105","WBGene00022001","Y59E9AR.6","Pseudogene","Pseudogene","Pseudogene","thn-7 is affected by cyc-1 and ets-4 based on microarray studies\; is affected by methylmercuric chloride and multi-walled carbon nanotube based on microarray and RNA-seq studies."
"1106","WBGene00022007","Y59H11AM.3","Metabolism","Metabolism: unassigned","Metabolism: unassigned","mpst-6 is an ortholog of human MPST and tst\; is predicted to have transferase activity."
"1107","WBGene00022023","Y64H9A.1","Pseudogene","Pseudogene","Pseudogene","Y64H9A.1 is enriched in the intestine based on microarray studies\; is affected by several genes including daf-16, clk-1, and drh-3 based on microarray and RNA-seq studies\; is affected by Diazinon based on microarray studies."
"1108","WBGene00022094","Y69A2AR.23","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y69A2AR.23 is enriched in the NSM, the amphid sheath cell, and the male based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, eat-2, and npr-1 based on tiling array, RNA-seq, and microarray studies\; is affected by ten chemicals including Ethanol, methylmercuric chloride, and manganese chloride based on RNA-seq and microarray studies."
"1109","WBGene00022133","Y71F9B.15","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y71F9B.15 is enriched in the male based on RNA-seq studies\; is affected by several genes including clk-1, pgl-1, and isp-1 based on tiling array, RNA-seq, and microarray studies\; is affected by nine chemicals including hydrogen sulfide, tryptophan, and methylmercuric chloride based on microarray and RNA-seq studies."
"1110","WBGene00022143","Y71G12B.3","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y71G12B.3 is enriched in the DA neuron, the VA neuron, the amphid sheath cell, the body wall muscle cell, and the male based on tiling array and RNA-seq studies\; is affected by several genes including hsf-1, eat-2, and npr-1 based on microarray and RNA-seq studies\; is affected by twelve chemicals including Ethanol, methylmercuric chloride, and manganese chloride based on RNA-seq and microarray studies."
"1111","WBGene00022210","Y73B3A.8","Unassigned","Unassigned","Unassigned","Y73B3A.8 is enriched in the germline precursor cell based on tiling array studies\; is affected by rsr-2, ain-1, and ain-2 based on tiling array and microarray studies\; is affected by Sirolimus based on microarray studies."
"1112","WBGene00022262","Y73C8C.3","Unassigned","Unassigned","Unassigned","Y73C8C.3 is affected by several genes including glp-1, skn-1, and lin-4 based on microarray and RNA-seq studies\; is affected by five chemicals including 1-methylnicotinamide, methylmercuric chloride, and Alovudine based on RNA-seq and microarray studies."
"1113","WBGene00022264","Y73C8C.7","Pseudogene","Pseudogene","Pseudogene","sdz-34 is affected by rsr-2 based on tiling array studies\; is predicted to encode a protein with the following domains: Zinc finger, RING-type and Zinc finger, RING\/FYVE\/PHD-type."
"1114","WBGene00022266","Y73C8C.9","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srt","srt-56 is affected by mir-34 and drh-3 based on microarray and RNA-seq studies\; is affected by allantoin based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class t (Srt)."
"1115","WBGene00022316","Y81B9A.2","Unassigned","Unassigned","Unassigned","Y81B9A.2 is enriched in the Z1.p, the Z4.a, the male, the male distal tip cell, and the somatic gonad precursor based on RNA-seq studies\; is affected by several genes including sir-2.1, pgl-1, and csr-1 based on microarray and RNA-seq studies\; is affected by Sirolimus based on microarray studies."
"1116","WBGene00022318","Y82E9BL.1","Unassigned","Unassigned","Unassigned: membrane spanning domain","Y82E9BL.1 is affected by rsr-2 and sir-2.1 based on tiling array and microarray studies\; is affected by Atrazine based on microarray studies."
"1117","WBGene00022322","Y82E9BL.5","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y82E9BL.5 is affected by several genes including cyc-1, mir-34, and mir-35 based on microarray studies\; is affected by hydrogen sulfide, Mercuric Chloride, and Tunicamycin based on microarray studies."
"1118","WBGene00022324","Y82E9BL.7","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-26 is enriched in the intestine based on RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by seven chemicals including methylmercury hydroxide, methylmercuric chloride, and Mercuric Chloride based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: F-box domain, Domain of unknown function DUF38, Caenorhabditis species, and F-box-like domain superfamily."
